Nro,PROVINCIA,CANTÓN,PARROQUIA,RAZÓN SOCIAL CONCENTRADOR,RAZÓN SOCIAL IFI,RAZÓN SOCIAL AGENCIA,NOMBRE AGENCIA,TIPO AGENCIA,DIRECCIÓN PRIMARIA AGENCIA / CORRESPONSAL O PUNTO PAGO,full_address,country,admin_area,lon,lat
1,IMBABURA,IBARRA,GUAYAQUIL DE ALPACHACA,BANRED,BANCO DE GUAYAQUIL,YEPEZ CHINLAGUA BLANCA ELIZABETH,COPIAS NET TRAVIESOS,CNB,TENA 7 – 16 Y AZOGUEZ – BARRIO CENTRO,"TENA 7 – 16 Y AZOGUEZ – BARRIO CENTRO, IBARRA",EC,IMBABURA,-78.8488227,-2.7409471
1,IMBABURA,IBARRA,LA DOLOROSA DEL PRIORATO,BANCO DESARROLLO DE LOS PUEBLOS SA,COAC RURAL SIERRA NORTE,COAC RURAL SIERRA NORTE,COAC RUISENOR - PRIORATO,COAC,PIMAN2-14 Y PURUHANTA,"PIMAN2-14 Y PURUHANTA, IBARRA",EC,IMBABURA,-78.13236479999999,0.3471469
1,IMBABURA,IBARRA,LA DOLOROSA DEL PRIORATO,Financoop,COOPERATIVA DE AHORRO Y CREDITO 4 DE OCTUBRE,COOPERATIVA DE AHORRO Y CREDITO 4 DE OCTUBRE,DOLOROSAA,COAC,Av. Eloy Alfaro entre 10 de Agosto y primera Constituyente,"Av. Eloy Alfaro entre 10 de Agosto y primera Constituyente, IBARRA",EC,IMBABURA,-78.494698,-0.1954085
1,IMBABURA,IBARRA,LA DOLOROSA DEL PRIORATO,BANRED,BANCO PICHINCHA,CHUNES CANDO ANA LUCIA,VIVERES DIVINO NIÑO,CNB,PANAMERICANA NORTE,"PANAMERICANA NORTE, IBARRA",EC,IMBABURA,-78.1281375,0.3535437
1,IMBABURA,IBARRA,LA DOLOROSA DEL PRIORATO,BANRED,BANCO PICHINCHA,MALDONADO OGONAGA ANDRES SANTIAGO,FARMACIA DIVINO NIÑO,CNB,CUNRRO,"CUNRRO, IBARRA",EC,IMBABURA,-78.10796719999999,0.3833906
1,IMBABURA,IBARRA,LA DOLOROSA DEL PRIORATO,BANRED,BANCO DE GUAYAQUIL,VALDIVIEZO CUEVA MARIO EDMUNDO,VIVERES J.K.M.,CNB,"ABDON CALDERON Y PIMAN, PARQUE CENTRAL D","ABDON CALDERON Y PIMAN, PARQUE CENTRAL D, IBARRA",EC,IMBABURA,-78.13236479999999,0.3471469
1,IMBABURA,IBARRA,LA DOLOROSA DEL PRIORATO,BANRED,BANCO DE GUAYAQUIL,REVELO CANO ALVARO DANIEL,MI PAPELERIA,CNB,ALFREDO GOMEZ JAIME Y VICTOR MANUEL GUZM,"ALFREDO GOMEZ JAIME Y VICTOR MANUEL GUZM, IBARRA",EC,IMBABURA,-78.1272493,0.3570862
1,IMBABURA,IBARRA,LA ESPERANZA,BANCO DESARROLLO DE LOS PUEBLOS SA,COOPERATIVA DE AHORRO Y CREDITO 14 DE MAYO,COOPERATIVA DE AHORRO Y CREDITO 14 DE MAYO,COOPERATIVA DE AHORRO Y CREDITO 14 DE MAYO,COAC,AL LADO DE LA CASA COMUNAL VIA PANIQUINRRA,"AL LADO DE LA CASA COMUNAL VIA PANIQUINRRA, IBARRA",EC,IMBABURA,-78.13236479999999,0.3471469
1,IMBABURA,IBARRA,LA ESPERANZA,BANRED,BANCO PICHINCHA,MUGMAL AMAGUAÑA LOURDES AMADA,PANADERIA YAGUACHI,CNB,GALO PLAZA,"GALO PLAZA, IBARRA",EC,IMBABURA,-78.1378429,0.3371182
1,IMBABURA,IBARRA,LITA,BANRED,BANCO PICHINCHA,AGUIRRE ESCOBAR CARMEN PATRICIA,BAZAR PATRICIA,CNB,PRINCIPAL,"PRINCIPAL, IBARRA",EC,IMBABURA,-78.13236479999999,0.3471469
1,IMBABURA,IBARRA,LITA,BANRED,BANCO DE GUAYAQUIL,DE LA CRUZ MORALES RUBEN DARIO,MOTO SPORT,CNB,CALLE PRINCIPAL - DIAGONAL A LA PLAZA CE,"CALLE PRINCIPAL - DIAGONAL A LA PLAZA CE, IBARRA",EC,IMBABURA,NA,NA
1,IMBABURA,IBARRA,SAGRARIO,BANCO DESARROLLO DE LOS PUEBLOS SA,COAC RURAL SIERRA NORTE,COAC RURAL SIERRA NORTE,COAC RUISENOR - MATRIZ,COAC,OVIEDO 11-18 Y LUIS CABEZA BORJA,"OVIEDO 11-18 Y LUIS CABEZA BORJA, IBARRA",EC,IMBABURA,-78.122271,0.3506701
1,IMBABURA,IBARRA,SAGRARIO,Financoop,COAC DE IMBABURA AMAZONAS,COAC DE IMBABURA AMAZONAS,MERCADO MAYORISTA,COAC,AV. JAIME ROLDOS,"AV. JAIME ROLDOS, IBARRA",EC,IMBABURA,-78.12323119999999,0.360038
1,IMBABURA,IBARRA,SAGRARIO,Financoop,COOPERATIVA DE AHORRO Y CREDITO TULCAN,COOPERATIVA DE AHORRO Y CREDITO TULCAN,AGENCIA IBARRA,COAC,AV. PEREZ GUERRERO Y BOLIVAR,"AV. PEREZ GUERRERO Y BOLIVAR, IBARRA",EC,IMBABURA,-78.1191138,0.3459561
1,IMBABURA,IBARRA,SAGRARIO,Banco del Pacífico,BANECUADOR,BANECUADOR,BNF-IBARRA,BANCA PÚBLICA,CALLE BOLIVAR 349 Y GARCIA MORENO ESQ,"CALLE BOLIVAR 349 Y GARCIA MORENO ESQ, IBARRA",EC,IMBABURA,-78.1184912,0.3514027
1,IMBABURA,IBARRA,SAGRARIO,Banco del Pacífico,BANCO DEL PACIFICO,BANCO DEL PACIFICO,IBARRA-LAGUNA MALL,BANCA PRIVADA,AV  MARIANO ACOSTA Y AV  FRAY VACAS GALINDO,"AV  MARIANO ACOSTA Y AV  FRAY VACAS GALINDO, IBARRA",EC,IMBABURA,-78.12453599999999,0.3488029
1,IMBABURA,IBARRA,SAGRARIO,Banco del Pacífico,TRANSFERUNION,TRANSFERUNION,AG TEODORO GOMEZ TERMINAL IBARRA,CNB,"Av Teodoro Gomez de la Torre 1609 Av Eugenio Espejo, dentro del Terminal Terrestre Ibarra","Av Teodoro Gomez de la Torre 1609 Av Eugenio Espejo, dentro del Terminal Terrestre Ibarra, IBARRA",EC,IMBABURA,-78.126154,0.3446489
1,IMBABURA,IBARRA,SAGRARIO,Red Transaccional Cooperativa S.A.,COOPERATIVA DE AHORRO Y CREDITO MUSHUC RUNA,COOPERATIVA DE AHORRO Y CREDITO MUSHUC RUNA,Ibarra,COAC,Bolívar,"Bolívar, IBARRA",EC,IMBABURA,-78.11860539999999,0.3489739
1,IMBABURA,IBARRA,SAGRARIO,Representaciones Ordoñez y Negrete REPORNE S.A.,MUTUALISTA IMBABURA,MUTUALISTA IMBABURA,Laguna Mall,MUTUALISTA,Av. Mariano Acosta Centro Comercial Laguna Mall local 213 2do Piso,"Av. Mariano Acosta Centro Comercial Laguna Mall local 213 2do Piso, IBARRA",EC,IMBABURA,-78.118894,0.349807
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO PICHINCHA,AGUIRRE POZO MARILZA CRISTINA,CYBER MEKADEDESH.NET,CNB,SUCRE,"SUCRE, IBARRA",EC,IMBABURA,-78.1212101,0.3284671
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO PICHINCHA,CHALACAN ERAZO ESTEBAN FERNANDO,EXPRESS MARKET,CNB,AV EL RETORNO,"AV EL RETORNO, IBARRA",EC,IMBABURA,-78.1183035,0.32704
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO PICHINCHA,LOPEZ FERIGRA EMPERATRIZ NE,LI-KAKONE,CNB,CRISTOBAL COLON,"CRISTOBAL COLON, IBARRA",EC,IMBABURA,-78.11715029999999,0.3467981
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO PICHINCHA,CRUZ GORDILLO BLANCA ISABEL,VIVERES AKI,CNB,ISLA STA  CRUZ,"ISLA STA  CRUZ, IBARRA",EC,IMBABURA,-78.1266079,0.3654186
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO PICHINCHA,ORTEGA PANTOJA JANNET LUCIA,DISTIN&IONE,CNB,OVIEDO,"OVIEDO, IBARRA",EC,IMBABURA,-78.11416659999999,0.34927009999999997
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO PICHINCHA,PEREZ QUINTEROS SILVANA MIREYA,NICORDIS,CNB,AV. CRISTOBAL DE TROYA,"AV. CRISTOBAL DE TROYA, IBARRA",EC,IMBABURA,-78.1299842,0.3517999000000001
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO PICHINCHA,GUALOTO MAFLA JUDITH JANETH,PAPELERIA MAITE,CNB,BOLIVAR,"BOLIVAR, IBARRA",EC,IMBABURA,-78.11860539999999,0.3489739
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO PICHINCHA,TORRES MENESES ANGELICA MARGARITA,VIRUS NET,CNB,PANAMERICA NORTE,"PANAMERICA NORTE, IBARRA",EC,IMBABURA,-78.1281375,0.3535437
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO PICHINCHA,MENA CHICAIZA NARCISA JACKELINE,INTERNET Y PAPELERIA SANTA TERESITA,CNB,GOLONDRINAS,"GOLONDRINAS, IBARRA",EC,IMBABURA,-78.13847240000001,0.3635618
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO PICHINCHA,ORTEGA ORTEGA GUISELA BELEN,PAÑALERA  GUISELA,CNB,AV. EUGENIO ESPEJO,"AV. EUGENIO ESPEJO, IBARRA",EC,IMBABURA,-78.1334005,0.3346002
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO PICHINCHA,LIMA BENAVIDES DANIEL FERNANDO,EVER UP,CNB,JUAN MARTINEZ DE ORBE,"JUAN MARTINEZ DE ORBE, IBARRA",EC,IMBABURA,-78.1310282,0.3591543
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO PICHINCHA,JIMENEZ PALMA JENIFFER PAOLA,MINIMARKET  SAN VICENTE,CNB,LUIS VARGAS TORRES,"LUIS VARGAS TORRES, IBARRA",EC,IMBABURA,-78.1258536,0.3525504
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO PICHINCHA,DUARTE BARAHONA LUPE MARLENE,CYBER JOSUECITO,CNB,13 DE ABRIL,"13 DE ABRIL, IBARRA",EC,IMBABURA,-78.1209789,0.3720547
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO PICHINCHA,MORALES MURILLO RAUL JAVIER,COMPUTADORAS KIMBER.NET,CNB,AV. SANCEHZ Y CIFUENTES,"AV. SANCEHZ Y CIFUENTES, IBARRA",EC,IMBABURA,-78.1213255,0.3440883
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO DE GUAYAQUIL,MOPOSITA CHANGO JORGE NICOLAS,LIBRERÍA CRISTIANA NUEVO AMANECER,CNB,Bolívar y Garcia Moreno,"Bolívar y Garcia Moreno, IBARRA",EC,IMBABURA,-78.118164,0.3517795
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO DE GUAYAQUIL,JIMENEZ PALMA JENIFFER PAOLA,VARIEDADES CORI,CNB,LUIS VARGAS TORRES Y RAFAEL CARVAJAL,"LUIS VARGAS TORRES Y RAFAEL CARVAJAL, IBARRA",EC,IMBABURA,-78.1258536,0.3525504
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO DE GUAYAQUIL,VIVANCO SILVA ELIANA ELIZABETH,CYBER DEL BARRIO,CNB,RAFAEL LARREA 307 Y JUANA ATABALIPA – PA,"RAFAEL LARREA 307 Y JUANA ATABALIPA – PA, IBARRA",EC,IMBABURA,-78.11943509999999,0.3433961
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO DE GUAYAQUIL,ARMIJOS BENALCAZAR STEFANY DANIELA,HIPERMARKET DON SEBAS,CNB,TULCAN 1 - 530 Y 13 DE ABRIL,"TULCAN 1 - 530 Y 13 DE ABRIL, IBARRA",EC,IMBABURA,-78.1168982,0.3674579
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO DE GUAYAQUIL,MATEUS YANEZ NELSON RAFAEL,SERVICIO DEL BARRIO,CNB,AV. FRAY VACAS GALINDO Y SALVADOR DALI,"AV. FRAY VACAS GALINDO Y SALVADOR DALI, IBARRA",EC,IMBABURA,-78.133479,0.3551919
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO DE GUAYAQUIL,CHUNCHIR SIBRI SANDRA MARIBEL,MINIMARKET S & R,CNB,GRIJALVA Y JUAN DE SALINAS ESQUINA,"GRIJALVA Y JUAN DE SALINAS ESQUINA, IBARRA",EC,IMBABURA,-78.11436479999999,0.3520263
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO DE GUAYAQUIL,PALLO MALQUIN DIEGO JAVIER,PRODUMARKET,CNB,PEDRO RODRIGUEZ 1 - 34 Y MEJIA- POR LA,"PEDRO RODRIGUEZ 1 - 34 Y MEJIA- POR LA, IBARRA",EC,IMBABURA,-78.1214447,0.3542455
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO DE GUAYAQUIL,MORA CUSHCAGUA LUIS VINICIO,CAFE NET,CNB,AV. JAIME RIVADENEIRA Y FLORES,"AV. JAIME RIVADENEIRA Y FLORES, IBARRA",EC,IMBABURA,-78.1231665,0.3510236
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO DE GUAYAQUIL,JURADO CHISA JESSICA DOLORES,CYBER NET@JCT.ES MAS,CNB,AV. EURELIO POLIT Y JORGE GUZMAN – FRENT,"AV. EURELIO POLIT Y JORGE GUZMAN – FRENT, IBARRA",EC,IMBABURA,-78.107103,0.347472
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO DE GUAYAQUIL,MOLINA LOPEZ CARMEN MONICA,PC NET,CNB,VICTOR M GUZMAN 8-71 Y BOLIVIA DIAGONAL,"VICTOR M GUZMAN 8-71 Y BOLIVIA DIAGONAL, IBARRA",EC,IMBABURA,-78.1281199,0.3580423
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO DE GUAYAQUIL,CHILUISA PROANO FRANKLIN IVAN,LA LIBRE,CNB,AV. MARIANO ACOSTA 15-103 Y FLORES,"AV. MARIANO ACOSTA 15-103 Y FLORES, IBARRA",EC,IMBABURA,-78.1274218,0.3480961
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO DE GUAYAQUIL,TORRES MENESES ANGELICA MARGARITA,COMECIAL LOS OLIVOS,CNB,PANAMERICANA COMIDA AL PASO LOS OLIVOS,"PANAMERICANA COMIDA AL PASO LOS OLIVOS, IBARRA",EC,IMBABURA,-78.1371478,0.3459439
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO DE GUAYAQUIL,ANRANGO CAMPOS GLADYS JANIRA,MINIMARKET SUCRE,CNB,SUCRE 6-70 Y OVIEDO BARRIO CENTRAL,"SUCRE 6-70 Y OVIEDO BARRIO CENTRAL, IBARRA",EC,IMBABURA,-78.13236479999999,0.3471469
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO DE GUAYAQUIL,BENAVIDES VACA ANA PATRICIA,CABICELL,CNB,PEDRO MONCAYO       5 78 BOLÍVAR,"PEDRO MONCAYO       5 78 BOLÍVAR, IBARRA",EC,IMBABURA,-78.1184656,0.349061
1,IMBABURA,IBARRA,SAGRARIO,BANRED,BANCO DE GUAYAQUIL,PEREZ ANDRADE OLGA LUCIA,1VIVERES TATIANA1,CNB,PASTORA ALOMIA  2 – 46 Y PARAGUAY EL EMP,"PASTORA ALOMIA  2 – 46 Y PARAGUAY EL EMP, IBARRA",EC,IMBABURA,-78.1282804,0.3555146
1,IMBABURA,IBARRA,SALINAS,BANCO DESARROLLO DE LOS PUEBLOS SA,COOPERATIVA DE AHORRO Y CREDITO SALINERITA,COOPERATIVA DE AHORRO Y CREDITO SALINERITA,SALINERITA,COAC,SALINAS 2-28 Y VELASCO IBARRA,"SALINAS 2-28 Y VELASCO IBARRA, IBARRA",EC,IMBABURA,NA,NA
1,IMBABURA,IBARRA,SALINAS,BANRED,BANCO PICHINCHA,OTUNA GANGULA ROSA MARILU,BOTIQUIN SAN JOSE,CNB,GONZALEZ SUAREZ,"GONZALEZ SUAREZ, IBARRA",EC,IMBABURA,-78.11534759999999,0.34361390000000003
1,IMBABURA,IBARRA,SAN ANTONIO,Financoop,COAC SAN ANTONIO - IMBABURA,COAC SAN ANTONIO - IMBABURA,IBARRA,COAC,VELAZCO 633 SIMON BOLIVAR,"VELAZCO 633 SIMON BOLIVAR, IBARRA",EC,IMBABURA,-78.1184229,0.3505751
1,IMBABURA,IBARRA,SAN ANTONIO,BANRED,BANCO PICHINCHA,YEPEZ MAYORGA BLANCA CUMANDA,FAST FOOD BURGER,CNB,AV. SUCRE,"AV. SUCRE, IBARRA",EC,IMBABURA,-78.13236479999999,0.3471469
1,IMBABURA,IBARRA,SAN ANTONIO,BANRED,BANCO PICHINCHA,LOPEZ YEPEZ NORMA BEATRIZ,VIVERES SAN ISIDRO,CNB,ALEJANDRO LOPEZ,"ALEJANDRO LOPEZ, IBARRA",EC,IMBABURA,NA,NA
1,IMBABURA,IBARRA,SAN ANTONIO,BANRED,BANCO PICHINCHA,REA REYES MARCELO GIOVANY,EVOLUTION SOLUCIONES,CNB,LUIS ENRIQUE CEVALLOS,"LUIS ENRIQUE CEVALLOS, IBARRA",EC,IMBABURA,-78.1677081,0.3317285
1,IMBABURA,IBARRA,SAN FRANCISCO,BANCO DESARROLLO DE LOS PUEBLOS SA,COOPERATIVA DE AHORRO Y CREDITO BOLA AMARILLA,COOPERATIVA DE AHORRO Y CREDITO BOLA AMARILLA,COOPERATIVA DE AHORRO Y CREDITO BOLA AMARILLA,COAC,AV. ATAHUALPA 19-65 Y TOBIAS MENA,"AV. ATAHUALPA 19-65 Y TOBIAS MENA, IBARRA",EC,IMBABURA,-78.1211457,0.3341275
1,IMBABURA,IBARRA,SAN FRANCISCO,Financoop,COAC DE IMBABURA AMAZONAS,COAC DE IMBABURA AMAZONAS,MATRIZ MERCADO AMAZONAS,COAC,AV EUGENIO ESPEJO,"AV EUGENIO ESPEJO, IBARRA",EC,IMBABURA,-78.1334005,0.3346002
1,IMBABURA,IBARRA,SAN FRANCISCO,Banco del Pacífico,TRANSFERUNION,TRANSFERUNION,AG IBARRA,CNB,CALLE SIMON BOLIVAR ENTRE AVENIDA PEREZ GUERRERO Y CRIS,"CALLE SIMON BOLIVAR ENTRE AVENIDA PEREZ GUERRERO Y CRIS, IBARRA",EC,IMBABURA,-78.1191138,0.3459561
1,IMBABURA,IBARRA,SAN FRANCISCO,Banco del Pacífico,TRANSFERUNION,TRANSFERUNION,CAB CC LA PLAZA IBARRA,CNB,"Panamericana Norte S/N Victor Gomez Jurado. C. C. La Plaza, segunda planta","Panamericana Norte S/N Victor Gomez Jurado. C. C. La Plaza, segunda planta, IBARRA",EC,IMBABURA,-78.13465459999999,0.3450072
1,IMBABURA,IBARRA,SAN FRANCISCO,Representaciones Ordoñez y Negrete REPORNE S.A.,COAC INDIGENA SAC PELILEO,COAC INDIGENA SAC PELILEO,IBARRA,COAC,Obispo Mosquera 6-150 y Sanchez Cifuentes a 20 mts del mercado amazonas,"Obispo Mosquera 6-150 y Sanchez Cifuentes a 20 mts del mercado amazonas, IBARRA",EC,IMBABURA,-78.1218772,0.3463702
1,IMBABURA,IBARRA,SAN FRANCISCO,BANRED,BANCO PICHINCHA,CUASES PORTILLA GERMAN POLIVIO,TIENDA SMARTPHONES,CNB,OLMEDO,"OLMEDO, IBARRA",EC,IMBABURA,-78.1192655,0.3509932
1,IMBABURA,IBARRA,SAN FRANCISCO,BANRED,BANCO PICHINCHA,CHAMORRO RUIZ NARCISA DE JESUS,VIVERES LUPITA,CNB,JUANA ATABALIPA,"JUANA ATABALIPA, IBARRA",EC,IMBABURA,-78.12343059999999,0.3352259
1,IMBABURA,IBARRA,SAN FRANCISCO,BANRED,BANCO PICHINCHA,YANDUN ENRIQUEZ MILENA MARICEL,DISTRIBUIDORA ARIANNY,CNB,BARTOLOME GARCIA,"BARTOLOME GARCIA, IBARRA",EC,IMBABURA,-78.1214455,0.3394018
1,IMBABURA,IBARRA,SAN FRANCISCO,BANRED,BANCO PICHINCHA,PAZMIÑO VASQUEZ MARTHA CECILIA,ABASERIA DULCE RON,CNB,BOLIVAR,"BOLIVAR, IBARRA",EC,IMBABURA,-78.11860539999999,0.3489739
1,IMBABURA,IBARRA,SAN FRANCISCO,BANRED,BANCO PICHINCHA,MORILLO PANTOJA AMILCAR ALBERTO,INTER CAT,CNB,PEDRO MONCAYO,"PEDRO MONCAYO, IBARRA",EC,IMBABURA,-78.1195722,0.3491396
1,IMBABURA,IBARRA,SAN FRANCISCO,BANRED,BANCO PICHINCHA,CHICAIZA PEÑAFIEL VIVIANA DEL CARMEN,SASTRERIA AL POR MAYOR,CNB,SANCHEZ Y CIFUENTES,"SANCHEZ Y CIFUENTES, IBARRA",EC,IMBABURA,-78.1213255,0.3440883
1,IMBABURA,IBARRA,SAN FRANCISCO,BANRED,BANCO PICHINCHA,MARTINEZ IBUJES LUIS ENRIQUE,COPIAS  Y RECARGAS LUISITO,CNB,JUAN MONTALVO,"JUAN MONTALVO, IBARRA",EC,IMBABURA,-78.11406699999999,0.3482344
1,IMBABURA,IBARRA,SAN FRANCISCO,BANRED,BANCO PICHINCHA,CABRERA ORMAZA AMPARITO DEL ROCIO,BAZAR Y NOVEDADES C&A,CNB,EUGENIO ESPEJO,"EUGENIO ESPEJO, IBARRA",EC,IMBABURA,-78.1219114,0.3477571
1,IMBABURA,IBARRA,SAN FRANCISCO,BANRED,BANCO PICHINCHA,CHAVEZ CAICEDO DIEGO ISRAEL,NORCELL,CNB,OBISPO PASQUEL MONGE,"OBISPO PASQUEL MONGE, IBARRA",EC,IMBABURA,-78.12476629999999,0.3463623
1,IMBABURA,IBARRA,SAN FRANCISCO,BANRED,BANCO PICHINCHA,AIZAGA BRUSIL SILVIA LORENA,MINIMARKET Y PAPELERIA JENIC,CNB,PASAJE B,"PASAJE B, IBARRA",EC,IMBABURA,-78.1316135,0.3424961
1,IMBABURA,IBARRA,SAN FRANCISCO,BANRED,BANCO PICHINCHA,VINUEZA POZO EDGAR MARCELO,CALZADO Y SERVICIOS SHOESDAY,CNB,AV. PEREZ GUERRERO,"AV. PEREZ GUERRERO, IBARRA",EC,IMBABURA,-78.121422,0.3467464
1,IMBABURA,IBARRA,SAN FRANCISCO,BANRED,BANCO PICHINCHA,VALLES HERRERA JENNY LUISA,CYBER.NET,CNB,CHICA NARVAEZ,"CHICA NARVAEZ, IBARRA",EC,IMBABURA,-78.1208825,0.3522469
1,IMBABURA,IBARRA,SAN FRANCISCO,BANRED,BANCO PICHINCHA,CHIZA MAIGUA LUIS FERNANDO,MINI MARKET SYR,CNB,GRIJALVA,"GRIJALVA, IBARRA",EC,IMBABURA,-78.11711869999999,0.3525182
1,IMBABURA,IBARRA,SAN FRANCISCO,BANRED,BANCO PICHINCHA,IMBAGO DELGADO MYRIAN ELIZABETH,MUEBLES INFANTILES EL ARBOLITO,CNB,PEDRO MONCAYO,"PEDRO MONCAYO, IBARRA",EC,IMBABURA,-78.1195722,0.3491396
1,IMBABURA,IBARRA,SAN FRANCISCO,BANRED,BANCO PICHINCHA,CHAPI ACOSTA HOLGER ROLANDO,COMPUTADORES ECONOMICOS COMPUECO,CNB,AV EL RETORNO,"AV EL RETORNO, IBARRA",EC,IMBABURA,-78.1183035,0.32704
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,BANCO DESARROLLO DE LOS PUEBLOS SA,BANCO DESARROLLO DE LOS PUEBLOS SA,BANCO DESARROLLO DE LOS PUEBLOS SA,IBARRA,BANCA PRIVADA,OVIEDO 1118 Y LUIS CABEZAS BORJA,"OVIEDO 1118 Y LUIS CABEZAS BORJA, IBARRA",EC,IMBABURA,-78.122271,0.3506701
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,Financoop,COAC SAN ANTONIO - IMBABURA,COAC SAN ANTONIO - IMBABURA,MATRIZ,COAC,PARROQUIA:SAN ANTONIO CALLE HERMANOS MIDEROS 6-33 INTERSECCION 27 DE NOVIEMBRE JUNTO AL PARQUE CENTRAL,"PARROQUIA:SAN ANTONIO CALLE HERMANOS MIDEROS 6-33 INTERSECCION 27 DE NOVIEMBRE JUNTO AL PARQUE CENTRAL, IBARRA",EC,IMBABURA,-78.1712807,0.3325507
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,Financoop,COOPERATIVA DE AHORRO Y CREDITO ARTESANOS,COOPERATIVA DE AHORRO Y CREDITO ARTESANOS,PUNTO IBARRA,COAC,Calle Chica Narvaez 4-10 y Juan Manuel Grijalva,"Calle Chica Narvaez 4-10 y Juan Manuel Grijalva, IBARRA",EC,IMBABURA,-78.1206898,0.3530394
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,Financoop,COOPERATIVA DE AHORRO Y CREDITO ARTESANOS,COOPERATIVA DE AHORRO Y CREDITO ARTESANOS,MATRIZ,COAC,Sucre 6-24 y Flores,"Sucre 6-24 y Flores, IBARRA",EC,IMBABURA,-78.13236479999999,0.3471469
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,Banco del Pacífico,BANCO DEL PACIFICO,BANCO DEL PACIFICO,IBARRA-PRINCIPAL,BANCA PRIVADA,PEDRO MONCAYO Y J.J. DE OLMEDO  ESQ.,"PEDRO MONCAYO Y J.J. DE OLMEDO  ESQ., IBARRA",EC,IMBABURA,-78.1195722,0.3491396
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,Banco del Pacífico,COOPERATIVA DE AHORRO Y CREDITO COOPROGRESO,COOPERATIVA DE AHORRO Y CREDITO COOPROGRESO,IBARRA,COAC,JOSÉ JOAQUÍN DE OLMEDO N 1160,"JOSÉ JOAQUÍN DE OLMEDO N 1160, IBARRA",EC,IMBABURA,-78.13236479999999,0.3471469
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,Red Transaccional Cooperativa S.A.,COOPERATIVA DE AHORRO Y CREDITO PABLO MUNOZ VEGA,COOPERATIVA DE AHORRO Y CREDITO PABLO MUNOZ VEGA,00005  IBARRA,COAC,CALLE PEDRO MONCAYO Y OLMEDO,"CALLE PEDRO MONCAYO Y OLMEDO, IBARRA",EC,IMBABURA,-78.1195722,0.3491396
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,Representaciones Ordoñez y Negrete REPORNE S.A.,COOPERATIVA DE AHORRO Y CREDITO SANTA ANITA,COOPERATIVA DE AHORRO Y CREDITO SANTA ANITA,IBARRA,COAC,Av. El retorno 19-40 y calle Rio Patate sector Barrio Los Ceibos,"Av. El retorno 19-40 y calle Rio Patate sector Barrio Los Ceibos, IBARRA",EC,IMBABURA,-78.11878039999999,0.3223766
1,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,Representaciones Ordoñez y Negrete REPORNE S.A.,COAC MUJERES UNIDAS TANTANAKUSHKA WARMIKUNAPAC,COAC MUJERES UNIDAS TANTANAKUSHKA WARMIKUNAPAC,FRONTERA NORTE,COAC,Col?n entre Jun?n y Ayacucho N?052-029,"Col?n entre Jun?n y Ayacucho N?052-029, IBARRA",EC,IMBABURA,-74.0059728,40.7127753
